Severity,Start_Lat,Start_Lng,City,County,State,Timezone,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Year,Month,Day,Hour,Day_of_Week
2,38.703267,-77.657047,Catlett,Fauquier,VA,US/Eastern,65.0,30.0,29.96,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,10,10,11,Monday
2,45.908869,-123.691124,Seaside,Clatsop,OR,US/Pacific,43.0,65.0,29.67,10.0,WNW,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2023,2,26,9,Sunday
2,33.535624,-112.269829,Glendale,Maricopa,AZ,US/Mountain,77.0,22.0,28.76,10.0,SSW,6.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2021,4,28,14,Wednesday
2,29.660297,-82.496052,Newberry,Alachua,FL,US/Eastern,65.0,100.0,30.15,10.0,NNE,8.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2020,11,21,1,Saturday
3,38.68291,-90.22965,Saint Louis,St. Louis City,MO,US/Central,42.1,76.0,30.17,10.0,WNW,11.5,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2017,1,17,18,Tuesday
2,25.828331708784923,-80.20617127,Miami,Miami-Dade,FL,US/Eastern,79.0,84.0,30.0,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,6,16,8,Wednesday
2,33.39481,-111.89101,Tempe,Maricopa,AZ,US/Mountain,64.0,70.0,30.0,10.0,West,12.7,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2018,7,12,18,Thursday
2,32.759606,-97.167051,Fort Worth,Tarrant,TX,US/Central,54.0,90.0,29.43,10.0,NNW,7.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,2022,11,12,10,Saturday
2,45.785227,-123.441813,Seaside,Clatsop,OR,US/Pacific,63.0,93.0,30.01,10.0,SSW,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2018,10,8,10,Monday
2,25.881633,-80.242967,Miami,Miami-Dade,FL,US/Eastern,68.0,55.0,30.34,10.0,E,15.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,9,3,4,Friday
2,42.98620800000001,-83.831037,Swartz Creek,Genesee,MI,US/Eastern,15.0,80.0,29.14,10.0,SSE,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,4,2,4,Friday
2,35.220256,-80.810799,Charlotte,Mecklenburg,NC,US/Eastern,89.0,46.0,29.09,10.0,VAR,5.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,2022,8,30,17,Tuesday
2,34.095657,-118.244153,Los Angeles,Los Angeles,CA,US/Pacific,83.0,47.0,29.72,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,12,9,11,Thursday
2,40.86573,-73.37198,Greenlawn,Suffolk,NY,US/Eastern,66.0,27.0,30.18,10.0,E,26.0,Fair / Windy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,2020,5,19,12,Tuesday
2,33.38583,-111.90233,Tempe,Maricopa,AZ,US/Mountain,48.9,44.0,30.1,10.0,Calm,7.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2018,5,3,7,Thursday
2,36.73346,-119.801984,Fresno,Fresno,CA,US/Pacific,82.0,45.0,29.6,10.0,S,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,8,31,10,Saturday
2,32.191857,-110.914353,Tucson,Pima,AZ,US/Mountain,58.0,27.0,27.15,10.0,NNW,6.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,2020,11,11,19,Wednesday
2,36.112929582423625,-80.1607883,Kernersville,Forsyth,NC,US/Eastern,62.0,90.0,28.88,2.0,SSE,9.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,3,23,12,Wednesday
2,45.265886,-123.021901,Dundee,Yamhill,OR,US/Pacific,72.0,61.0,29.79,10.0,E,6.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,7,8,13,Monday
2,25.942301,-80.311186,Hialeah,Miami-Dade,FL,US/Eastern,83.0,77.0,30.09,10.0,E,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,6,30,10,Wednesday
2,34.063059,-81.16598,Columbia,Lexington,SC,US/Eastern,42.0,70.0,29.67,10.0,N,5.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,12,21,13,Tuesday
2,30.417163,-91.14486,Baton Rouge,East Baton Rouge,LA,US/Central,72.0,31.0,30.1,10.0,SSW,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,3,3,14,Thursday
2,34.120957000000004,-117.884621,Azusa,Los Angeles,CA,US/Pacific,62.0,78.0,29.72,10.0,S,3.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,3,5,2,Friday
2,38.291973,-121.231126,Herald,Sacramento,CA,US/Pacific,52.0,94.0,29.97,2.0,SE,9.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2020,11,13,17,Friday
2,32.279828,-111.045922,Tucson,Pima,AZ,US/Mountain,96.0,17.0,27.07,10.0,WSW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,6,25,19,Saturday
2,39.222061,-94.47144,Liberty,Clay,MO,US/Central,23.0,86.0,29.46,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,11,17,7,Thursday
2,28.346739000000003,-81.642733,Kissimmee,Osceola,FL,US/Eastern,73.0,68.0,29.93,10.0,ESE,6.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,2022,4,4,9,Monday
2,36.158442,-86.799045,Nashville,Davidson,TN,US/Central,48.9,46.0,30.54,10.0,SSE,6.9,Clear,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,2018,1,25,10,Thursday
4,28.03675,-82.12152,Plant City,Hillsborough,FL,US/Eastern,66.0,100.0,29.92,0.75,ESE,3.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,11,2,7,Monday
2,42.92827800000001,-85.666712,Grand Rapids,Kent,MI,US/Eastern,42.0,79.0,28.88,10.0,S,8.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,1,12,14,Tuesday
2,25.688837,-80.365891,Miami,Miami-Dade,FL,US/Eastern,86.0,59.0,30.0,10.0,SE,13.0,Thunder in the Vicinity,False,False,True,False,False,True,False,False,False,True,False,False,False,Day,2022,4,5,14,Tuesday
2,39.42202448826112,-120.0350654,Floriston,Nevada,CA,US/Pacific,19.0,74.0,23.9,7.0,CALM,0.0,N/A Precipitation,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,2,22,12,Tuesday
2,30.237304,-81.386447,Ponte Vedra Beach,St. Johns,FL,US/Eastern,92.0,62.0,30.03,10.0,E,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,8,19,14,Thursday
4,40.841682,-73.937499,New York,New York,NY,US/Eastern,49.0,39.0,30.03,10.0,CALM,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,2022,10,3,14,Monday
2,32.803103,-96.843612,Dallas,Dallas,TX,US/Central,74.0,52.0,29.19,10.0,SW,6.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,2021,10,12,20,Tuesday
2,25.889347,-80.186409,North Miami,Miami-Dade,FL,US/Eastern,88.0,53.0,29.99,10.0,SSE,13.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,2022,2,4,12,Friday
2,40.19428900000001,-110.962786,Heber City,Wasatch,UT,US/Mountain,63.0,67.0,29.85,10.0,CALM,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,2,16,16,Tuesday
4,40.52873,-89.2962,Mackinaw,Tazewell,IL,US/Central,81.0,60.0,29.33,10.0,ENE,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,8,7,11,Wednesday
2,34.717458,-117.196714,Apple Valley,San Bernardino,CA,US/Pacific,81.0,30.0,27.1,10.0,S,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,6,29,23,Wednesday
2,40.152763,-75.373206,Norristown,Montgomery,PA,US/Eastern,72.0,59.0,29.37,10.0,SW,22.0,Fair / Windy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,2022,7,3,13,Sunday
2,38.391052,-121.929922,Vacaville,Solano,CA,US/Pacific,40.0,97.0,29.68,5.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2019,12,21,23,Saturday
3,29.73213,-95.38419,Houston,Harris,TX,US/Central,93.0,42.0,29.93,10.0,ESE,6.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,4,10,14,Wednesday
2,41.675553,-83.579771,Toledo,Lucas,OH,US/Eastern,29.1,78.0,29.78,10.0,West,5.8,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2016,8,4,7,Thursday
4,25.98899,-80.16585,Hallandale,Broward,FL,US/Eastern,84.0,69.0,29.91,10.0,SSW,5.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2019,7,6,8,Saturday
2,34.173482,-118.553475,Tarzana,Los Angeles,CA,US/Pacific,55.0,23.0,29.37,10.0,N,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,12,13,7,Sunday
2,34.848388,-118.180013,Rosamond,Kern,CA,US/Pacific,56.0,25.0,27.49,10.0,W,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2020,11,11,18,Wednesday
4,38.998659,-105.770558,Hartsel,Park,CO,US/Mountain,81.0,13.0,21.13,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,5,9,13,Monday
2,34.292988,-117.833611,Valyermo,Los Angeles,CA,US/Pacific,63.0,15.0,26.86,10.0,WNW,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,4,19,12,Sunday
2,33.58017,-117.6716,Mission Viejo,Orange,CA,US/Pacific,62.0,48.0,30.07,10.0,VAR,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,12,19,10,Thursday
2,33.235267,-84.960596,Hogansville,Heard,GA,US/Eastern,71.0,92.0,28.89,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2023,3,26,19,Sunday
2,36.666141,-121.685632,Salinas,Monterey,CA,US/Pacific,58.0,58.0,29.95,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,4,16,11,Friday
2,34.287396,-119.14639,Ventura,Ventura,CA,US/Pacific,60.0,90.0,29.96,9.0,WNW,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,7,31,22,Saturday
2,37.186518,-121.687578,Morgan Hill,Santa Clara,CA,US/Pacific,66.0,13.0,29.78,10.0,WNW,16.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,10,3,14,Monday
2,36.31867800000001,-119.358616,Visalia,Tulare,CA,US/Pacific,54.0,55.0,29.84,10.0,NNW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,11,17,18,Thursday
2,44.541256,-123.06198,Tangent,Linn,OR,US/Pacific,73.0,14.0,30.21,10.0,NE,17.3,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2018,10,14,16,Sunday
2,44.579721,-121.982537,Idanha,Linn,OR,US/Pacific,96.0,36.0,29.58,10.0,N,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,7,30,15,Saturday
2,35.918237,-119.281843,Earlimart,Tulare,CA,US/Pacific,68.0,45.0,29.71,10.0,VAR,5.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2020,2,15,14,Saturday
2,32.692467,-117.091241,San Diego,San Diego,CA,US/Pacific,76.0,64.0,29.89,10.0,WNW,12.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,8,24,15,Tuesday
2,34.978002000000004,-82.307347,Taylors,Greenville,SC,US/Eastern,54.0,19.0,29.13,10.0,VAR,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,1,23,15,Saturday
2,25.963224,-80.153572,Miami,Miami-Dade,FL,US/Eastern,89.0,61.0,29.97,10.0,ESE,16.0,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,2021,8,27,13,Friday
2,44.634109,-123.94735,Toledo,Lincoln,OR,US/Pacific,48.0,62.0,29.83,10.0,SSE,5.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,9,3,13,Friday
2,33.76932,-112.12851,Phoenix,Maricopa,AZ,US/Mountain,87.0,9.0,28.36,10.0,S,6.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,2020,10,6,9,Tuesday
2,43.688897,-93.42008,Albert Lea,Freeborn,MN,US/Central,79.0,44.0,28.74,10.0,S,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,3,7,11,Sunday
2,36.855156,-76.334499,Portsmouth,Portsmouth (City),VA,US/Eastern,91.0,42.0,29.97,10.0,NNE,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,5,31,16,Tuesday
2,33.587661981422485,-84.50884223,Atlanta,Fulton,GA,US/Eastern,43.0,51.0,29.14,10.0,NE,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,7,2,1,Saturday
2,34.099225,-117.98505,Baldwin Park,Los Angeles,CA,US/Pacific,56.0,90.0,29.85,1.0,CALM,0.0,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,4,12,10,Friday
2,29.752968,-81.348419,Saint Augustine,St. Johns,FL,US/Eastern,49.0,90.0,30.25,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2019,3,4,6,Monday
2,47.513215,-95.007847,Bemidji,Beltrami,MN,US/Central,-18.0,79.0,28.69,7.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,2,19,7,Friday
2,36.356126,-91.788627,Salem,Fulton,AR,US/Central,53.0,20.0,28.79,10.0,NW,18.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,10,17,13,Monday
2,39.13299,-94.67647,Kansas City,Wyandotte,KS,US/Central,63.0,67.0,29.85,10.0,North,7.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2016,10,18,15,Tuesday
2,37.39989,-122.03164,Sunnyvale,Santa Clara,CA,US/Pacific,43.0,81.0,30.15,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,11,14,7,Monday
2,42.682487,-122.61378,Prospect,Jackson,OR,US/Pacific,37.0,100.0,29.02,2.0,CALM,0.0,Fog,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,2021,5,12,7,Wednesday
2,33.76466631873243,-80.964185,Swansea,Lexington,SC,US/Eastern,52.0,38.0,29.67,10.0,WSW,15.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,9,4,11,Sunday
3,40.28255,-75.39217,Harleysville,Montgomery,PA,US/Eastern,42.0,41.0,29.63,10.0,WNW,13.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,2020,9,5,14,Saturday
2,45.525717,-122.660255,Portland,Multnomah,OR,US/Pacific,43.0,86.0,29.66,3.0,SE,10.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,12,29,12,Thursday
2,35.219453,-80.686275,Charlotte,Mecklenburg,NC,US/Eastern,43.0,49.0,29.5,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,11,18,18,Friday
2,38.682648,-121.392097,North Highlands,Sacramento,CA,US/Pacific,46.0,81.0,29.96,10.0,SE,3.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,3,18,2,Thursday
2,38.481084,-121.510387,Sacramento,Sacramento,CA,US/Pacific,36.0,86.0,29.92,2.0,CALM,0.0,Fog,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,2021,1,24,1,Sunday
2,28.185588,-82.729161,Holiday,Pasco,FL,US/Eastern,83.0,82.0,29.95,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,8,20,8,Friday
2,41.239173,-95.953643,Omaha,Douglas,NE,US/Central,26.0,27.0,29.16,10.0,NNW,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,2,17,17,Thursday
2,34.705006,-82.995139,Seneca,Oconee,SC,US/Eastern,79.0,72.0,29.2,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,6,26,21,Saturday
2,29.13545,-82.184616,Ocala,Marion,FL,US/Eastern,65.0,39.0,29.93,10.0,WNW,3.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,11,28,15,Sunday
2,35.088486,-80.874641,Pineville,Mecklenburg,NC,US/Eastern,53.0,96.0,29.34,6.0,S,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2023,1,1,20,Sunday
2,32.717172,-117.117894,San Diego,San Diego,CA,US/Pacific,72.0,91.0,29.96,10.0,CALM,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2019,6,9,4,Sunday
2,33.695937,-117.863677,Santa Ana,Orange,CA,US/Pacific,54.0,66.0,29.96,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2020,1,12,23,Sunday
2,28.432299,-81.40471,Orlando,Orange,FL,US/Eastern,88.0,63.0,29.85,10.0,NNW,13.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,9,20,16,Monday
2,34.05201,-118.25982,Los Angeles,Los Angeles,CA,US/Pacific,64.0,54.0,30.04,10.0,West,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2017,2,22,13,Wednesday
2,40.05671,-82.892249,Columbus,Franklin,OH,US/Eastern,49.0,39.0,29.22,10.0,SSE,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,2,12,16,Saturday
2,34.005156,-117.388998,Jurupa Valley,Riverside,CA,US/Pacific,77.0,15.0,29.18,10.0,NNE,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,4,14,17,Tuesday
2,33.805442,-80.068428,New Zion,Clarendon,SC,US/Eastern,37.0,75.0,29.7,10.0,SW,14.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2020,12,25,1,Friday
2,32.549671999999994,-86.287458,Elmore,Elmore,AL,US/Central,74.0,85.0,29.75,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,8,15,0,Monday
2,30.59456,-87.178564,Milton,Santa Rosa,FL,US/Central,72.0,81.0,29.96,10.0,S,9.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,2,24,16,Thursday
2,37.565956,-121.074996,Modesto,Stanislaus,CA,US/Pacific,51.0,66.0,29.72,10.0,WNW,15.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,12,24,11,Friday
3,39.80728,-75.96692,Oxford,Chester,PA,US/Eastern,54.0,38.0,29.06,10.0,NNW,24.0,Partly Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2020,2,4,15,Tuesday
2,44.865878820205374,-93.06017518,Inver Grove Heights,Dakota,MN,US/Central,51.0,86.0,28.69,10.0,ESE,7.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,4,30,12,Saturday
2,29.934974,-95.356183,Houston,Harris,TX,US/Central,68.0,90.0,30.1,0.5,SE,13.0,Fog,False,False,False,True,False,False,False,False,False,True,False,False,False,Night,2021,12,13,20,Monday
2,32.180909,-109.941655,Willcox,Cochise,AZ,US/Mountain,41.0,36.0,26.99,10.0,ESE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,2,1,9,Monday
2,36.060976,-95.869663,Tulsa,Tulsa,OK,US/Central,50.0,31.0,29.51,10.0,VAR,5.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,2021,11,12,14,Friday
2,34.077068,-117.296049,San Bernardino,San Bernardino,CA,US/Pacific,59.0,17.0,29.0,10.0,NE,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,11,16,17,Wednesday
2,45.068657,-93.268124,Minneapolis,Anoka,MN,US/Central,21.0,88.0,29.26,0.25,CALM,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,6,1,0,Tuesday
2,28.636367,-81.415157,Orlando,Orange,FL,US/Eastern,66.0,50.0,30.01,10.0,NW,14.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,2023,1,23,11,Monday
2,25.968747,-80.165592,Miami,Miami-Dade,FL,US/Eastern,84.0,61.0,30.03,10.0,VAR,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,8,6,11,Saturday
2,33.943628000000004,-118.279723,Los Angeles,Los Angeles,CA,US/Pacific,53.0,55.0,29.82,10.0,W,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,12,28,9,Tuesday
2,34.028252,-117.550052,Mira Loma,Riverside,CA,US/Pacific,52.0,86.0,29.2,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,3,2,23,Tuesday
2,34.3298,-119.385841,Ventura,Ventura,CA,US/Pacific,53.0,86.0,29.89,10.0,W,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,4,22,0,Thursday
2,36.15860900000001,-86.640722,Nashville,Davidson,TN,US/Central,77.0,71.0,29.45,10.0,S,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,1,7,0,Friday
2,36.668469,-121.249839,Paicines,San Benito,CA,US/Pacific,68.0,46.0,29.78,10.0,W,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,4,19,14,Tuesday
2,25.769963,-80.320818,Miami,Miami-Dade,FL,US/Eastern,71.0,93.0,30.06,3.0,VAR,5.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,11,23,9,Wednesday
2,30.398073,-91.107697,Baton Rouge,East Baton Rouge,LA,US/Central,38.0,73.0,30.31,10.0,NNW,10.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,4,2,15,Saturday
2,25.729667000000006,-80.431781,Miami,Miami-Dade,FL,US/Eastern,76.0,69.0,29.87,10.0,E,12.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,12,5,17,Monday
4,38.152108,-78.92581,Waynesboro,Augusta,VA,US/Eastern,83.0,32.0,28.74,10.0,N,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,9,20,17,Tuesday
2,41.13827,-95.948,Bellevue,Sarpy,NE,US/Central,21.0,54.0,29.61,10.0,NNE,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,7,11,8,Thursday
2,44.310826,-93.968175,Saint Peter,Nicollet,MN,US/Central,77.0,52.0,28.81,10.0,ESE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,8,10,17,Tuesday
2,30.005894,-90.035115,New Orleans,Orleans,LA,US/Central,73.0,73.0,29.96,10.0,W,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,12,11,14,Friday
4,34.28291,-118.41501,Pacoima,Los Angeles,CA,US/Pacific,50.0,87.0,30.12,10.0,Calm,7.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2017,1,18,23,Wednesday
2,38.192553,-81.492839,Cabin Creek,Kanawha,WV,US/Eastern,52.0,100.0,28.98,2.0,ENE,3.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,6,12,11,Sunday
2,41.53612,-72.76404,Meriden,New Haven,CT,US/Eastern,87.1,65.0,29.92,10.0,SSW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2017,12,7,13,Thursday
2,29.627308000000006,-95.455962,Houston,Harris,TX,US/Central,66.0,78.0,29.94,10.0,S,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,9,4,23,Sunday
2,34.073604,-118.058519,Rosemead,Los Angeles,CA,US/Pacific,74.0,53.0,29.71,10.0,S,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,6,17,17,Friday
2,32.759691,-97.067265,Arlington,Tarrant,TX,US/Central,25.0,86.0,29.76,4.0,NW,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,2,23,12,Wednesday
2,30.438344,-91.02413,Baton Rouge,East Baton Rouge,LA,US/Central,72.0,97.0,29.86,9.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,6,14,6,Monday
2,25.699599,-80.382101,Miami,Miami-Dade,FL,US/Eastern,86.0,59.0,30.01,10.0,ESE,14.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,2022,5,24,15,Tuesday
2,38.48024,-121.408707,Sacramento,Sacramento,CA,US/Pacific,60.0,57.0,30.06,9.0,NNW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,1,24,15,Monday
2,43.746024,-92.661276,Grand Meadow,Mower,MN,US/Central,29.0,75.0,28.6,10.0,S,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,6,12,17,Sunday
4,39.614596,-77.79396,Williamsport,Washington,MD,US/Eastern,80.0,47.0,29.24,10.0,VAR,5.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2022,8,18,13,Thursday
2,35.058961,-80.771466,Charlotte,Mecklenburg,NC,US/Eastern,71.0,73.0,29.48,10.0,NE,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,5,25,17,Wednesday
3,34.24858,-117.18957,Lake Arrowhead,San Bernardino,CA,US/Pacific,77.0,9.0,30.08,7.0,Calm,7.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2018,10,31,12,Wednesday
2,30.377911,-97.678753,Austin,Travis,TX,US/Central,80.0,71.0,29.34,10.0,VAR,7.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,10,15,11,Saturday
2,33.853075,-117.397199,Riverside,Riverside,CA,US/Pacific,86.0,24.0,28.97,10.0,W,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,6,7,19,Monday
